timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1686230423190,1289,Works-1,200,OK,Thread Group 1-5,text,true,,92385,115,10,10,https://bjitgroup.com,503,0,0
1686230423800,957,Blog,200,OK,Thread Group 1-6,text,true,,92784,251,10,10,https://bjitgroup.com,147,0,0
1686230423800,147,Blog-0,301,Moved Permanently,Thread Group 1-6,text,true,,399,136,10,10,http://www.bjitgroup.com/bjit-blog/default,147,0,0
1686230423947,810,Blog-1,200,OK,Thread Group 1-6,text,true,,92385,115,10,10,https://bjitgroup.com,185,0,0
1686230423805,1056,About Us,200,OK,Thread Group 1-10,text,true,,92784,242,10,10,https://bjitgroup.com,134,0,0
1686230423805,134,About Us-0,301,Moved Permanently,Thread Group 1-10,text,true,,399,127,10,10,http://www.bjitgroup.com/about-us,134,0,0
1686230423939,922,About Us-1,200,OK,Thread Group 1-10,text,true,,92385,115,10,10,https://bjitgroup.com,153,0,0
1686230423610,1392,About Us,200,OK,Thread Group 1-3,text,true,,92784,242,10,10,https://bjitgroup.com,140,0,0
1686230423610,140,About Us-0,301,Moved Permanently,Thread Group 1-3,text,true,,399,127,10,10,http://www.bjitgroup.com/about-us,140,0,0
1686230423750,1252,About Us-1,200,OK,Thread Group 1-3,text,true,,92385,115,10,10,https://bjitgroup.com,155,0,0
1686230424105,1058,Clients,200,OK,Thread Group 1-8,text,true,,92784,241,10,10,https://bjitgroup.com,170,0,0
1686230424105,170,Clients-0,301,Moved Permanently,Thread Group 1-8,text,true,,399,126,10,10,http://www.bjitgroup.com/clients,170,0,0
1686230424275,888,Clients-1,200,OK,Thread Group 1-8,text,true,,92385,115,10,10,https://bjitgroup.com,249,0,0
1686230423245,1942,Works,200,OK,Thread Group 1-7,text,true,,92784,267,10,10,https://bjitgroup.com,176,0,0
1686230423245,176,Works-0,301,Moved Permanently,Thread Group 1-7,text,true,,399,152,10,10,http://www.bjitgroup.com/software-development-case-studies,176,0,0
1686230423421,1766,Works-1,200,OK,Thread Group 1-7,text,true,,92385,115,10,10,https://bjitgroup.com,445,0,0
1686230424276,1111,Technology,200,OK,Thread Group 1-2,text,true,,92784,253,10,10,https://bjitgroup.com,143,0,0
1686230424276,143,Technology-0,301,Moved Permanently,Thread Group 1-2,text,true,,399,138,10,10,http://www.bjitgroup.com/software-technology,143,0,0
1686230424419,968,Technology-1,200,OK,Thread Group 1-2,text,true,,92385,115,10,10,https://bjitgroup.com,296,0,0
1686230423940,1524,Works,200,OK,Thread Group 1-1,text,true,,92784,267,10,10,https://bjitgroup.com,127,0,0
1686230423940,127,Works-0,301,Moved Permanently,Thread Group 1-1,text,true,,399,152,10,10,http://www.bjitgroup.com/software-development-case-studies,127,0,0
1686230424067,1397,Works-1,200,OK,Thread Group 1-1,text,true,,92385,115,10,10,https://bjitgroup.com,418,0,0
1686230424479,1134,Clients,200,OK,Thread Group 1-5,text,true,,92784,241,10,10,https://bjitgroup.com,148,0,0
1686230424479,148,Clients-0,301,Moved Permanently,Thread Group 1-5,text,true,,399,126,10,10,http://www.bjitgroup.com/clients,148,0,0
1686230424627,986,Clients-1,200,OK,Thread Group 1-5,text,true,,92385,115,10,10,https://bjitgroup.com,317,0,0
1686230424336,1374,Services,200,OK,Thread Group 1-9,text,true,,92784,254,10,10,https://bjitgroup.com,131,0,0
1686230424336,131,Services-0,301,Moved Permanently,Thread Group 1-9,text,true,,399,139,10,10,http://www.bjitgroup.com/offshore-it-services,131,0,0
1686230424467,1243,Services-1,200,OK,Thread Group 1-9,text,true,,92385,115,10,10,https://bjitgroup.com,297,0,0
1686230424757,958,News,200,OK,Thread Group 1-6,text,true,,92784,238,10,10,https://bjitgroup.com,171,0,0
1686230424757,171,News-0,301,Moved Permanently,Thread Group 1-6,text,true,,399,123,10,10,http://www.bjitgroup.com/news,171,0,0
1686230424928,787,News-1,200,OK,Thread Group 1-6,text,true,,92385,115,10,10,https://bjitgroup.com,171,0,0
1686230425002,822,Services,200,OK,Thread Group 1-3,text,true,,92784,254,10,10,https://bjitgroup.com,162,0,0
1686230425002,162,Services-0,301,Moved Permanently,Thread Group 1-3,text,true,,399,139,10,10,http://www.bjitgroup.com/offshore-it-services,162,0,0
1686230425164,660,Services-1,200,OK,Thread Group 1-3,text,true,,92385,115,10,10,https://bjitgroup.com,186,0,0
1686230425164,929,Blog,200,OK,Thread Group 1-8,text,true,,92784,251,10,10,https://bjitgroup.com,145,0,0
1686230425164,145,Blog-0,301,Moved Permanently,Thread Group 1-8,text,true,,399,136,10,10,http://www.bjitgroup.com/bjit-blog/default,145,0,0
1686230425309,784,Blog-1,200,OK,Thread Group 1-8,text,true,,92385,115,10,10,https://bjitgroup.com,180,0,0
1686230424013,2089,Clients,200,OK,Thread Group 1-4,text,true,,92784,241,10,10,https://bjitgroup.com,163,0,0
1686230424013,163,Clients-0,301,Moved Permanently,Thread Group 1-4,text,true,,399,126,10,10,http://www.bjitgroup.com/clients,163,0,0
1686230424177,1925,Clients-1,200,OK,Thread Group 1-4,text,true,,92385,115,10,10,https://bjitgroup.com,304,0,0
1686230424862,1244,Services,200,OK,Thread Group 1-10,text,true,,92784,254,10,10,https://bjitgroup.com,140,0,0
1686230424862,140,Services-0,301,Moved Permanently,Thread Group 1-10,text,true,,399,139,10,10,http://www.bjitgroup.com/offshore-it-services,140,0,0
1686230425002,1104,Services-1,200,OK,Thread Group 1-10,text,true,,92385,115,10,10,https://bjitgroup.com,185,0,0
1686230425388,1002,Capabilities,200,OK,Thread Group 1-2,text,true,,92784,251,10,10,https://bjitgroup.com,175,0,0
1686230425388,175,Capabilities-0,301,Moved Permanently,Thread Group 1-2,text,true,,399,136,10,10,http://www.bjitgroup.com/bjit-capabilities,175,0,0
1686230425563,827,Capabilities-1,200,OK,Thread Group 1-2,text,true,,92385,115,10,10,https://bjitgroup.com,175,0,0
1686230425715,807,Career,200,OK,Thread Group 1-6,text,true,,92784,240,10,10,https://bjitgroup.com,126,0,0
1686230425715,126,Career-0,301,Moved Permanently,Thread Group 1-6,text,true,,399,125,10,10,http://www.bjitgroup.com/career,126,0,0
1686230425841,681,Career-1,200,OK,Thread Group 1-6,text,true,,92385,115,10,10,https://bjitgroup.com,166,0,0
1686230425464,1213,Clients,200,OK,Thread Group 1-1,text,true,,92784,241,10,10,https://bjitgroup.com,150,0,0
1686230425464,150,Clients-0,301,Moved Permanently,Thread Group 1-1,text,true,,399,126,10,10,http://www.bjitgroup.com/clients,150,0,0
1686230425614,1063,Clients-1,200,OK,Thread Group 1-1,text,true,,92385,115,10,10,https://bjitgroup.com,286,0,0
1686230425825,921,Technology,200,OK,Thread Group 1-3,text,true,,92784,253,10,10,https://bjitgroup.com,129,0,0
1686230425825,129,Technology-0,301,Moved Permanently,Thread Group 1-3,text,true,,399,138,10,10,http://www.bjitgroup.com/software-technology,129,0,0
1686230425954,792,Technology-1,200,OK,Thread Group 1-3,text,true,,92385,115,10,10,https://bjitgroup.com,197,0,0
1686230425613,1160,Blog,200,OK,Thread Group 1-5,text,true,,92784,251,10,10,https://bjitgroup.com,130,0,0
1686230425613,130,Blog-0,301,Moved Permanently,Thread Group 1-5,text,true,,399,136,10,10,http://www.bjitgroup.com/bjit-blog/default,130,0,0
1686230425743,1030,Blog-1,200,OK,Thread Group 1-5,text,true,,92385,115,10,10,https://bjitgroup.com,148,0,0
1686230426093,905,News,200,OK,Thread Group 1-8,text,true,,92784,238,10,10,https://bjitgroup.com,174,0,0
